variant,canonical,verdict,variant_verdict,canonical_verdict,note,dist,plural_side,v_zipf,c_zipf,v_pos,c_pos,v_wikt,c_wikt,v_corpus,c_corpus,v_gloss,c_gloss
weed,duckweed,unrelated,,,,4,,4.27,1.79,,,noun:16;verb:4,noun:1,VERB:1,,Any plant unwanted at the place where and at the time when it is growi,Any of several reduced floating aquatic plants in the subfamily Lemnoi
exam,examination,unrelated,,,,4,,4.26,4.26,,,noun:1;verb:1,noun:4,NOUN:2,NOUN:39,"Clipping of examination, especially when meaning “test” or in compound",The act of examining.
lover,louver,unrelated,,,,1,,4.26,1.78,,,noun:5,noun:3,NOUN:20,,One who loves and cares for another person in a romantic way; a sweeth,A type of turret on the roof of certain medieval buildings designed to
alpha,alphabet,unrelated,name,,,3,,4.25,3.7,,,noun:13;adj:4,noun:7;verb:1,PROPN:7,NOUN:2,"The name of the first letter of the Greek alphabet (Α, α), followed by",The set of letters used when writing in a language.
habit,growth,unrelated,,,,4,,4.24,5.03,,,noun:7;verb:2,noun:6,NOUN:27,NOUN:297,An action performed on a regular basis.,"An increase in size, number, value, or strength."
terrorism,tourism,unrelated,,,,4,,4.24,4.28,,,noun:4,noun:3,NOUN:2,NOUN:4,The system of fear and intimidation put into place during the Reign of,"The act of travelling or sightseeing, particularly away from one's hom"
pat,patent,unrelated,name,,,3,,4.24,4.18,,,noun:5;verb:4;adj:3;,adj:10;noun:9;verb:3,PROPN:38,NOUN:52,"The sound of a light slap or tap with a soft flat object, especially o","An official document granting an appointment, privilege, or right, or "
marshall,marshal,variant,name,,,1,,4.24,3.87,,,noun:1,noun:5;verb:5,PROPN:47,NOUN:26,Alternative spelling of marshal.,"A high-ranking officer in the household of a medieval prince or lord, "
pub,publication,unrelated,,,,4,,4.23,4.45,,,noun:4;verb:2,noun:3,NOUN:2,NOUN:60,"A public house where beverages, primarily alcoholic, may be bought and",The act of publishing printed or other matter.
shed,woodshed,unrelated,,,,4,,4.23,2.19,,,noun:11;verb:11,verb:3;noun:2,VERB:13,NOUN:1,An opening between upper and lower warp yarns through which the weft i,"An enclosed, roofed structure, often an outbuilding, used primarily to"
skip,skipper,unrelated,,,,3,,4.21,3.54,,,noun:21;verb:14,noun:13;verb:2,VERB:7,NOUN:3,A leaping or jumping movement; the action of one who skips.,The master of a ship.
hr,hour,unrelated,,,,2,,4.2,5.18,,,noun:2,noun:7,NOUN:7,NOUN:169,Abbreviation of hour.,A unit of time of one twenty-fourth of a day (sixty minutes).
wrap,rap,unrelated,,,,1,,4.2,4.12,,,noun:11;verb:7,noun:12;verb:9,VERB:7,NOUN:3,"Paper or sheeting that is wrapped around something to protect, contain",A sharp blow with something hard.
dose,doze,unrelated,,,,1,,4.2,2.64,,,noun:7;verb:5,verb:3;det:1;noun:1,NOUN:12,,A measured portion of medicine taken at any one time.,"A light, short sleep or nap."
lit,literature,unrelated,,,,4,,4.19,4.62,,,adj:6;verb:4;noun:3,noun:5,VERB:17,NOUN:138,Little.,The body of all written works.
mar,mere,unrelated,,adj,,2,,4.19,4.13,,,noun:3;verb:1,noun:7;adj:3;verb:3,VERB:4,ADJ:52,A blemish.,"Boundary, limit; a boundary-marker; boundary-line."
humor,humour,reverse,,,,1,,4.19,3.83,,,noun:1;verb:1,noun:5;verb:1,NOUN:49,NOUN:1,US spelling of humour.,"The quality of being amusing, comical, funny."
bacteria,bacterium,unrelated,,,,2,,4.19,3.05,,,noun:5,noun:1,NOUN:10,,plural of bacterium,A single-celled organism with cell walls but no nucleus or organelles.
ram,rambo,unrelated,,,,2,,4.19,3.04,,,noun:8;verb:6;adj:1,noun:1,NOUN:2,,"A male sheep, typically uncastrated.",A knife.
cole,coal,unrelated,name,,,2,,4.18,4.49,,,noun:4,noun:8;verb:5;adj:1,PROPN:2,NOUN:47,Cabbage.,"A black or brownish black rock formed from prehistoric plant remains, "
lap,laparoscopy,unrelated,,,,4,,4.18,2.18,,,noun:20;verb:13;adj:,noun:1,NOUN:22,,The loose part of a coat; the lower part of a garment that plays loose,"Examination of the loins or abdomen, now specifically examination or s"
jam,jamb,unrelated,,,,1,,4.17,2.46,,,noun:18;verb:15,noun:3;verb:1,NOUN:8,,A sweet mixture of fruit boiled with sugar and allowed to congeal. Oft,Either of the vertical components that form the side of an opening in 
rat,muskrat,unrelated,,,,4,,4.17,2.41,,,noun:13;verb:9,noun:3,NOUN:6,,Any of the numerous members of several rodent families that usually ha,A semiaquatic rodent of the tribe Ondatrini.
chuck,woodchuck,unrelated,,,,4,,4.17,2.3,,,noun:15;verb:14,noun:1,NOUN:16,,Meat from the shoulder of a cow or other animal.,"A rodent of the family Sciuridae, belonging to the group of large grou"
par,paragraph,unrelated,,,,4,,4.15,4.03,,,noun:9;verb:2;adj:1;,noun:4;verb:2,NOUN:42,NOUN:14,Abbreviation of paragraph.,"A passage in text that starts on a new line, the first line sometimes "
soup,sup,unrelated,,,,1,,4.15,3.56,,,noun:13;verb:6,noun:5;verb:2;adj:1;,NOUN:27,VERB:1,"Any of various dishes commonly made by combining liquids, such as wate","A sip; a small amount, of food or drink, water or rain."
lip,lipstick,unrelated,,,,4,,4.13,3.69,,,noun:11;verb:9,noun:4;verb:1,NOUN:19,NOUN:3,Either of the two fleshy protrusions around the opening of the mouth.,Makeup for the lips.
ham,home,unrelated,,,,2,,4.12,5.81,,,noun:8;verb:1,noun:15;adv:8;adj:4;,NOUN:19,NOUN:650,The region back of the knee joint; the popliteal space; the hock.,A dwelling.
prof,professor,unrelated,name,,,4,,4.12,4.9,,,noun:2,noun:6,PROPN:1,NOUN:81,Clipping of professor.,The most senior rank for an academic at a university or similar instit
rev,revolution,unrelated,name,,,4,,4.12,4.56,,,noun:3;verb:1,noun:8,PROPN:11,NOUN:76,Clipping of revolution (of something spinning).,A political upheaval in a government or state characterized by great c
jewelry,jewellery,reverse,,,,2,,4.12,3.74,,,verb:2;noun:1,noun:3,NOUN:4,,US standard spelling of jewellery.,"Collectively, personal ornamentation such as rings, necklaces, brooche"
canon,cannon,unrelated,,,,1,,4.11,4.02,,,noun:20;adj:1,noun:15;verb:4;adj:1,NOUN:5,NOUN:7,A generally accepted principle; a rule.,"A complete assembly, consisting of an artillery tube and a breech mech"
neighbor,neighbour,reverse,,,,1,,4.11,3.69,,,noun:1;verb:1,noun:4;verb:3,NOUN:17,,US standard spelling of neighbour.,A person living on adjacent or nearby land; a person situated adjacent
freeze,frieze,unrelated,,,,1,,4.11,2.79,,,verb:13;noun:6,noun:4;verb:2,VERB:7,NOUN:13,A period of intensely cold weather.,A kind of coarse woollen cloth or stuff with a shaggy or tufted (friez
warner,warrener,unrelated,name,,,2,,4.11,1.16,,,noun:2,noun:1,PROPN:54,,One who warns.,One who farms or hunts rabbits professionally; the keeper of a warren
fig,figure,unrelated,,,,3,,4.1,5.07,,,noun:10;verb:7,noun:16;verb:13,NOUN:3,NOUN:246,"The fruit of the fig tree, pear-shaped and containing many small seeds",A drawing or diagram conveying information.
ally,alley,unrelated,,,,1,,4.1,3.87,,,noun:10;verb:4,noun:11,NOUN:11,NOUN:8,A person who co-operates with or helps another; an associate; a friend,"A narrow street or passageway, especially one through the middle of a "
cliff,clef,unrelated,,,,2,,4.1,2.45,,,noun:3,noun:1,NOUN:12,,A vertical (or nearly vertical) rock face.,A symbol found on a musical staff that indicates the pitches represent
skull,school,unrelated,,,,4,,4.09,5.71,,,noun:8;verb:3,noun:12;verb:4,NOUN:4,NOUN:557,The main bones of the head considered as a unit; including the cranium,An institution dedicated to teaching and learning; an educational inst
meter,metre,reverse,,,,2,,4.09,3.76,,,noun:7;verb:3,noun:3;verb:2,NOUN:6,NOUN:1,A device that measures things.,The basic unit of length in the International System of Units (SI: Sys
freak,fuck,unrelated,,,,3,,4.08,5.39,,,noun:13;verb:3;adj:1,verb:13;noun:5;intj:,NOUN:4,VERB:4,Someone or something that is markedly unusual or unpredictable.,An act of sexual intercourse.
burger,burgher,unrelated,name,name,,1,,4.07,2.13,,,noun:6,noun:4,PROPN:6,PROPN:1,A hamburger.,"A citizen of a borough or town, especially one belonging to the middle"
cheer,chair,unrelated,,,,2,,4.06,4.69,,,noun:8;verb:5,noun:11;verb:3,NOUN:8,NOUN:66,"A cheerful attitude; happiness; a good, happy, or positive mood.","An item of furniture used to sit on or in, comprising a seat, legs or "
chile,chili,variant,name,,,1,,4.06,3.73,,,noun:2,noun:5,PROPN:4,NOUN:6,Alternative spelling of chili.,"The pungent, spicy fresh or dried fruit of any of several cultivated v"
doll,dal,unrelated,,,,2,,4.06,3.25,,,noun:13;verb:3,noun:3,NOUN:11,,A small figure resembling a human being that is used as a toy.,"Any of many dried husked pulses (legume), including peas, beans and le"
cos,coz,unrelated,name,,,1,,4.05,3.15,,,noun:4;conj:1;det:1,conj:1;noun:1,PROPN:1,,"Synonym of romaine lettuce, a long-leaved variety of lettuce.",cousin (usually as a term of address)
dot,dotty,unrelated,,,,2,,4.05,2.5,,ADJ,noun:13,adj:3;noun:1,NOUN:16,,"A small, round spot.",A shotgun.
hart,heart,unrelated,name,,,1,,4.04,5.31,,,noun:5,noun:16;verb:5,PROPN:17,NOUN:191,"A male deer, especially the male of the red deer after his fifth year.","A muscular organ that pumps blood through the body, traditionally thou"
blonde,blond,variant,adj,adj,,1,,4.04,3.55,,,noun:4;adj:2;verb:1,adj:3;noun:3;verb:1,ADJ:20,ADJ:11,Alternative form of blond (“person with fair hair”). (Used especially ,"A pale yellowish (golden brown) color, especially said of hair color."
marc,mark,unrelated,name,,,1,,4.03,5.05,,,noun:3,noun:39;verb:25,PROPN:5,NOUN:135,"The refuse matter that remains after fruit, particularly grapes, has b","Boundary, land within a boundary."
eager,eagre,reverse,adj,,,2,,4.03,0.0,,,adj:5;verb:3;noun:1,adj:1;noun:1,ADJ:39,,Alternative form of eagre (“tidal bor”).,a tidal bore
cannon,canon,unrelated,,,,1,,4.02,4.11,,,noun:15;verb:4;adj:1,noun:20;adj:1,NOUN:7,NOUN:5,"A complete assembly, consisting of an artillery tube and a breech mech",A generally accepted principle; a rule.
tire,tyre,reverse,,name,,1,,4.02,3.51,,,noun:7;verb:7,noun:4;verb:2,NOUN:32,PROPN:5,US and Canada spelling of tyre: The rubber covering on a wheel.,The ring-shaped protective covering around a wheel which is usually ma
seller,cellar,unrelated,,,,2,,4.01,3.6,,,noun:3,noun:5;verb:1,NOUN:12,NOUN:27,Someone who sells; a vendor; a clerk.,"An enclosed underground space, often under a building, used for storag"
pad,keypad,unrelated,,,,3,,4.01,2.84,,,noun:34;verb:11;intj,noun:1,NOUN:9,,"A flattened mass of anything soft, to sit or lie on.",A small board with keys primarily used for tactile input into a machin
den,denier,unrelated,,,,3,,4.01,2.75,,,noun:8;verb:2;adv:1,noun:4,NOUN:3,,"A small cavern or hollow place in the side of a hill, or among rocks; ",An old French coin worth one-twelfth of a sou.
buck,buckshot,unrelated,name,,,4,,4.01,2.47,,,noun:33;verb:19,noun:1,PROPN:26,NOUN:1,"A male deer, antelope, sheep, goat, rabbit, hare, and sometimes the ma","Lead shot used in shotgun cartridges, made of larger pellets than bird"
flour,flower,unrelated,,,,2,,4.0,4.42,,,noun:4;verb:3,noun:17;verb:5,NOUN:8,NOUN:23,"Powder obtained by grinding or milling cereal grains, especially wheat","A colorful, conspicuous structure associated with angiosperms, frequen"
dash,dashboard,unrelated,,,,4,,4.0,3.33,,,noun:14;verb:11;intj,noun:6;verb:1,NOUN:13,NOUN:2,"Any of the following symbols: ‒ (figure dash), – (en dash), — (em dash",An upturned screen of wood or leather placed on the front of a horse-d
feat,feature,unrelated,,,,3,,3.99,4.82,,,noun:2;verb:2;adj:1,noun:12;verb:5,NOUN:6,NOUN:46,A relatively rare or difficult accomplishment.,"One's structure or make-up: form, shape, bodily proportions."
cluster,clusterfuck,unrelated,,,,4,,3.99,2.22,,,noun:14;verb:3,noun:2;verb:1,NOUN:14,,A bunch or group of several discrete items that are close to each othe,"A chaotic situation where everything seems to go wrong, often caused b"
harbour,harbor,variant,,,,1,,3.98,4.15,,,noun:1;verb:1,noun:5;verb:4,,NOUN:42,Standard spelling of harbor.,Any place of shelter.
cord,chord,unrelated,,,,1,,3.98,3.65,,,noun:9;verb:4,noun:10;verb:3,NOUN:7,NOUN:7,"A long, thin, flexible length of twisted yarns (strands) of fibre (a r",A harmonic set of three or more notes that is heard as if sounding sim
gig,gigabyte,unrelated,,,,4,,3.98,2.65,,,noun:14;verb:8,noun:2,NOUN:2,,"Originally (music), a performing engagement by a musician or musical g","One billion (10⁹, or 1,000,000,000) bytes or 1,000 megabytes."
autism,autumn,unrelated,,,,3,,3.97,4.26,,,noun:5,noun:3;verb:2;adj:1,NOUN:2,NOUN:27,"Autism spectrum disorder, a condition characterized by impairment in s","Traditionally the third of the four seasons, when deciduous trees lose"
manga,mango,unrelated,,,,1,,3.97,3.56,,,noun:6,noun:8;verb:1,,,A comic originating in Japan.,Any of species Mangifera indica of tropical Asian fruit trees.
curry,quarry,unrelated,name,,,2,,3.96,3.6,,,verb:9;noun:5,noun:5;verb:3,PROPN:11,NOUN:7,"One of a family of dishes originating from Indian cuisine, flavored by","A site for mining stone, such as limestone, or slate."
canvas,canvass,plural,,,,1,canonical,3.96,2.81,,,noun:10;verb:2,verb:11;noun:6,NOUN:19,NOUN:3,"A type of coarse cloth, woven from hemp (traditionally) or from cotton","A seeking or solicitation of donations, information, opinions, support"
melt,milt,unrelated,,name,,1,,3.96,2.66,,,noun:9;verb:6,noun:3;verb:1,VERB:5,PROPN:2,"Molten material, the product of melting.","The spleen, especially of an animal bred for food."
col,column,unrelated,,,,3,,3.95,4.33,,,noun:4,noun:9,,NOUN:75,A dip on a mountain ridge between two peaks.,A solid upright structure designed usually to support a larger structu
ref,referee,unrelated,,,,4,,3.95,3.86,,,noun:5;verb:1,noun:4;verb:1,,NOUN:1,Clipping of referee.,An umpire or judge; an official who makes sure the rules are followed 
critic,critique,unrelated,,,,3,,3.95,3.83,,,noun:6;verb:1,noun:4;verb:1,NOUN:27,NOUN:1,A person who appraises the works of others.,The art of criticism.
chi,chihuahua,unrelated,name,,,4,,3.95,3.21,,,noun:7,noun:1,PROPN:2,,The twenty-second letter of the Classical and Modern Greek alphabets.,Alternative letter-case form of Chihuahua.
neighbourhood,neighborhood,variant,,,,1,,3.94,4.5,,,noun:1,noun:15,NOUN:1,NOUN:62,British standard spelling of neighborhood.,The residential area near one's home.
motive,motif,unrelated,,,,2,,3.94,3.4,,,noun:7;adj:2;verb:1,noun:7,NOUN:26,NOUN:8,"An idea or communication that makes one want to act, especially from s",A recurring or dominant element; an artistic theme.
prep,preposition,unrelated,,,,4,,3.94,2.62,,,noun:10;verb:1,noun:3;verb:1,NOUN:2,NOUN:2,Preparation.,Any of a class of non-inflecting words and multiword terms typically e
lb,pound,unrelated,,,,5,,3.93,4.32,,,noun:2,noun:22;verb:10,NOUN:8,NOUN:50,Abbreviation of pound (“unit of weight”).,A unit of weight in various measurement systems.
coloured,colored,variant,,,,1,,3.92,4.19,,,adj:1;noun:1;verb:1,adj:7;noun:3;verb:1,VERB:1,VERB:33,Alternative form of colored.,A colored article of clothing.
heroin,heroine,unrelated,,,,1,,3.92,3.53,,,noun:2,noun:3;adj:1,NOUN:2,NOUN:5,A powerful and addictive drug derived from opium producing intense eup,A female hero.
crane,cran,unrelated,name,,,1,,3.92,2.16,,,noun:8;verb:3,noun:4,PROPN:9,,"Any bird of the family Gruidae, large birds with long legs and a long ","A measure of herrings, either imprecise or sometimes legally specified"
catalog,catalogue,reverse,,,,2,,3.91,3.91,,,noun:1;verb:1,noun:8;verb:4,NOUN:11,NOUN:8,US standard spelling of catalogue.,"A systematic list of books, names, pictures, etc."
compliment,complement,unrelated,,,,1,,3.91,3.77,,,noun:3;verb:2,noun:23;verb:4,NOUN:4,NOUN:21,"An expression of praise, congratulation, or respect.","The totality, the full amount or number which completes something."
mod,modification,unrelated,,,,4,,3.91,3.77,,,noun:13;verb:3;adj:2,noun:7,,NOUN:5,An unconventionally modern style of fashionable dress originating in E,"The act of assessing and prescribing a payment, penalty, price, valuat"
sack,sac,unrelated,,,,1,,3.91,3.67,,,noun:15;verb:7,noun:3;verb:1,NOUN:8,NOUN:8,"A bag; especially a large bag of strong, coarse material for storage a",A bag or pouch inside a plant or animal that typically contains a flui
champ,champion,unrelated,name,,,3,,3.9,4.62,,,noun:7;verb:4,noun:5;adj:3;verb:2,PROPN:3,NOUN:31,Clipping of champion.,An ongoing winner in a game or contest.
rack,arak,unrelated,,,,2,,3.9,2.29,,,noun:26;verb:18,noun:3,NOUN:9,NOUN:1,"A series of one or more shelves, stacked one above the other.","A clear, unsweetened aniseed-flavoured alcoholic drink, produced and c"
ng,newsgroup,unrelated,,,,4,,3.9,2.13,,,noun:1,noun:1,,,Initialism of newsgroup; also NG.,"A repository on a computer network where people can post messages, usu"
ana,anna,unrelated,name,name,,1,,3.89,4.37,,,noun:3;adv:2,noun:2,PROPN:7,PROPN:7,"A collection of things associated with a person or place, especially a","A former Indian coin, being a 16th of a rupee."
ki,key,unrelated,,adj,,2,,3.88,5.12,,,noun:4,noun:43;verb:15;adj:,,ADJ:133,A plant native to the Pacific islands and China (Cordyline fruticosa);,An object designed to open and close a lock or to activate or deactiva
villain,villein,unrelated,,,,1,,3.88,1.36,,,noun:7;verb:1,noun:1,NOUN:3,,"A vile, wicked person.","A feudal tenant, a serf."
dug,dog,unrelated,,,,1,,3.86,5.1,,,noun:3;verb:1,noun:23;verb:7;adj:1,VERB:15,NOUN:81,"A mammary gland on a domestic mammal with more than two breasts, mostl",A mammal of the family Canidae:
judgement,judgment,variant,,,,1,,3.86,4.28,,,noun:1,noun:5,NOUN:2,NOUN:65,Alternative spelling of judgment.,The act of judging.
coral,corral,unrelated,,,,1,,3.86,3.06,,,noun:6;adj:2;verb:1,noun:3;verb:3,NOUN:5,NOUN:5,"Any of many species of marine invertebrates in the class Anthozoa, mos","An enclosure for livestock, especially a circular one."
